hour,hod,solar_gen_mwh,solar_forecast_mwh,spot_price_eur,rev_merchant,rev_pay_as_produced,rev_pay_as_forecasted,rev_baseload_collar
40,16,0.9262944868349199,0.9595317383133249,107.6281234518524,99.69533738183902,57.430258183765034,55.0193890187786,-63.53501858490131
41,17,0.8706879925004514,0.9164483825606615,87.1797374583048,75.90635059428782,53.98265553502799,51.833076229462584,60.1825844591865
42,18,5.362281630711119e-16,5.845112525012969e-16,76.02562980576195,4.0767083817068104e-14,3.324614611040894e-14,3.165125730145823e-14,1.1368683772161603e-13
43,19,0.0,0.0,67.00269208107377,0.0,0.0,0.0,0.0
44,20,0.0,0.0,91.5965273165819,0.0,0.0,0.0,-47.5847457842043
45,21,0.0,0.0,61.90718469834339,0.0,0.0,0.0,0.0
46,22,0.0,0.0,53.79738619936434,0.0,0.0,0.0,0.0
47,23,0.0,0.0,77.21229849857698,0.0,0.0,0.0,0.0
48,0,0.0,0.0,84.58961244457414,0.0,0.0,0.0,0.0
49,1,0.0,0.0,28.574451913594622,0.0,0.0,0.0,154.5554516868327
50,2,0.0,0.0,73.56282151918282,0.0,0.0,0.0,0.0
51,3,0.0,0.0,48.6423842595114,0.0,0.0,0.0,9.793304383261273
52,4,0.0,0.0,71.71316714579316,0.0,0.0,0.0,0.0
53,5,0.0,0.0,70.43391912735478,0.0,0.0,0.0,0.0
54,6,0.0,0.0,62.90061595042997,0.0,0.0,0.0,0.0
55,7,0.712267015575281,0.807887728290457,69.59765242440152,49.572112183374195,44.16055496566742,41.77031774385288,49.57211218337426
56,8,1.553503387179254,1.3018228974103938,87.87195821013593,136.50938471752002,96.31721000511375,97.29976274890129,115.79221115429584
57,9,2.863298709868564,2.514522625175096,58.44809543113616,167.35435624224687,177.52452001185097,171.18937617255233,167.35435624224692
58,10,3.9765131506214932,4.026194733343126,62.96944193332041,250.3988139351451,246.54381533853257,245.71354654434217,250.3988139351451
59,11,4.522126934307241,4.692207465816251,132.3167130984419,598.352972161468,280.371869927049,262.7862417664724,257.02886993669756
60,12,3.1759806189464292,3.736773065134142,118.75432329626933,377.16142920504984,196.91079837467862,148.4342707174651,133.67105675812763
61,13,4.438894320909803,4.635365371497148,117.06507139131608,519.6394805758136,275.2114478964078,258.64278107865516,288.33470497476867
62,14,3.052739249654351,2.9544837148245455,95.68941239416588,292.1148249920317,189.26983347856975,190.22950111337573,215.005620868782
63,15,2.5805274574393273,2.4978481848258736,65.416358681584,168.80870974352703,159.9927023612383,158.9230201738148,168.80870974352706
64,16,1.6632916966413511,1.3606777170284994,85.50697479516498,142.2230411817192,103.12408519176377,103.76872290133247,138.56592500692784
65,17,1.1730282491851753,1.375882518557455,100.5363994300373,117.93203660279812,72.72775144948088,59.81191883593735,5.858580100648624
66,18,2.4018296096464263e-16,2.657411483094832e-16,110.51640094838285,2.6544156414938232e-14,1.4891343579807844e-14,1.2945202595042601e-14,-184.0652504241857
67,19,0.0,0.0,90.03706425167739,0.0,0.0,0.0,-36.335394429772464
68,20,0.0,0.0,84.12574163311223,0.0,0.0,0.0,0.0
69,21,0.0,0.0,65.1012242364635,0.0,0.0,0.0,0.0
70,22,0.0,0.0,75.49467891385041,0.0,0.0,0.0,0.0
71,23,0.0,0.0,39.140640362862214,0.0,0.0,0.0,78.33513649121193
72,0,0.0,0.0,55.83410855030062,0.0,0.0,0.0,0.0
73,1,0.0,0.0,46.26401189945688,0.0,0.0,0.0,26.949944339694525
74,2,0.0,0.0,78.90805150949726,0.0,0.0,0.0,0.0
75,3,0.0,0.0,-6.261654879827745,-0.0,0.0,0.0,405.84938352722196
76,4,0.0,0.0,50.31554781483566,0.0,0.0,0.0,0.0
77,5,0.0,0.0,62.306864838215816,0.0,0.0,0.0,0.0
78,6,0.0,0.0,25.429178449709397,0.0,0.0,0.0,177.24421366990816
79,7,1.3818550714988154,1.5213327702885333,82.91594589803162,114.57782034731639,85.67501443292656,79.86647509935132,114.57782034731639
80,8,2.6617936937134923,2.4127632388248887,71.37423606285756,189.98349144573237,165.03120901023652,162.92208966268808,189.9834914457324
81,9,2.169421119806522,1.78565850059861,61.62969256513713,133.70075665799146,134.50410942800437,128.44920621694538,133.70075665799146
82,10,3.8600963783977496,3.7898854948973897,106.25899652750135,410.169967667987,239.32597546066046,240.56830420318133,256.8159532238212
83,11,5.095486050235871,5.363425322704956,75.48985172392659,384.6574863936423,315.920135114624,307.24900007057227,384.6574863936423
84,12,3.5199365044234185,3.882994154872569,111.39264876948913,392.0950507281412,218.23606327425196,190.19319592765157,201.7088941952985
85,13,4.547542772145581,4.59824402826687,100.88720069834997,458.78886033778207,281.947651873026,278.6972450000873,344.18486187433825
86,14,2.5967657245755795,2.3159105865095264,90.83815387840329,235.8854044751599,160.99947492368594,162.72072805047887,193.77126550167992
87,15,3.027258029869172,3.501079620655213,77.78648056187815,235.47974789620787,187.68999785188865,170.99579402877748,235.47974789620787
88,16,2.0878794910584766,1.9982353474071235,81.65628906380115,170.488491252253,129.44852844562556,129.3805976193955,170.48849125225297
89,17,1.0362711979725372,1.0844469571609507,109.98193279270296,113.97110925042938,64.2488142742973,60.61263245735702,-66.23869874212266
90,18,5.520736797020059e-16,5.854749652422229e-16,110.56078944819333,6.10377018614228e-14,3.422856814152436e-14,3.1683357222629174e-14,-184.38545155090787
91,19,0.0,0.0,95.36848326217523,0.0,0.0,0.0,-74.79414796906201
92,20,0.0,0.0,74.41641631869818,0.0,0.0,0.0,0.0
93,21,0.0,0.0,82.3871999134538,0.0,0.0,0.0,0.0
94,22,0.0,0.0,68.8275203638574,0.0,0.0,0.0,0.0
95,23,0.0,0.0,45.28355171339461,0.0,0.0,0.0,34.02259733819403
96,0,0.0,0.0,35.029769437600955,0.0,0.0,0.0,107.98933764012722
97,1,0.0,0.0,44.579991584156836,0.0,0.0,0.0,39.09780256163407
98,2,0.0,0.0,37.307361486749386,0.0,0.0,0.0,91.5596870895385
99,3,0.0,0.0,53.448591642319414,0.0,0.0,0.0,0.0
100,4,0.0,0.0,85.47339177295937,0.0,0.0,0.0,-3.4148615008355137
101,5,0.0,0.0,62.919791099873535,0.0,0.0,0.0,0.0
102,6,0.0,0.0,91.88387463942476,0.0,0.0,0.0,-49.65755601495687
103,7,1.27848987857448,1.356039932984537,68.15692721139557,87.1379415945068,79.26637247161776,77.46750907795877,87.1379415945068
104,8,2.337710655066756,2.6821966119649305,70.80514912759519,165.52195154916987,144.93806061413886,135.80696550365371,165.5219515491699
105,9,3.695224523969215,3.671826705258529,49.64764037824721,183.45917828290334,229.10392048609134,228.52449059276648,186.00096159115662
106,10,3.4580984422998586,3.614446375541958,98.89930995916214,342.0035497143095,214.40210342259124,204.76729689462042,241.73941083626374
107,11,4.379363913410125,4.218237199460534,77.65743808992188,340.0901819788848,271.52056263142777,270.9152222264328,340.09018197888486
108,12,3.986728572875744,3.9942623376196886,77.75786223577597,309.9994911411039,247.17717151829612,246.9120031310752,309.9994911411039
109,13,5.386148711708132,5.460200840952589,76.40059038278231,411.50494146396363,333.9412201259042,331.4604191473373,411.50494146396363
110,14,4.847005933393752,5.203565491450069,104.91177555005635,508.50799857399664,300.5143678704126,275.8619400636147,364.8723047931471
111,15,2.4164387954270166,2.272209625323554,86.71338211150696,209.53758061693247,149.81920531647503,150.25694612416567,197.17791798015156
112,16,1.5016302663592338,1.4801402876942074,129.1127023003878,193.8795415456918,93.10107651427249,93.8496697504053,-124.33209073872047
113,17,0.8642549836414056,0.8986395840196839,114.82770655781901,99.240417652708,53.58380898576715,50.78027320628939,-115.92489066214023
114,18,2.2577403893959856e-16,2.222788826890072e-16,76.81711700504265,1.7343310765924196e-14,1.399799041425511e-14,1.3982656596707884e-14,0.0
115,19,0.0,0.0,33.9877520510527,0.0,0.0,0.0,115.50603999910606
116,20,0.0,0.0,77.36760632138846,0.0,0.0,0.0,0.0
117,21,0.0,0.0,62.328560721067774,0.0,0.0,0.0,0.0
118,22,0.0,0.0,80.29850100502334,0.0,0.0,0.0,0.0
119,23,0.0,0.0,57.59154976986584,0.0,0.0,0.0,0.0
120,0,0.0,0.0,76.36835652071571,0.0,0.0,0.0,0.0
121,1,0.0,0.0,60.717360039531464,0.0,0.0,0.0,0.0
122,2,0.0,0.0,24.466372030064804,0.0,0.0,0.0,184.18951936174113
123,3,0.0,0.0,35.913012546767355,0.0,0.0,0.0,101.61797028299009
124,4,0.0,0.0,44.260334085252765,0.0,0.0,0.0,41.40368565638437
125,5,0.0,0.0,53.95325829158072,0.0,0.0,0.0,0.0
126,6,0.0,0.0,57.10705372181549,0.0,0.0,0.0,0.0
127,7,1.5888882717167727,1.7678372565563132,82.38999276276135,130.9084932075813,98.5110728464399,91.17640294919988,130.90849320758127
128,8,1.7363205917867621,1.8557209010400186,84.48585585247116,146.69453123137382,107.65187669077925,102.44514921909227,146.6945312313738
129,9,2.215465017570208,2.4456405212742975,72.26488273574026,160.1003196998458,137.3588310893529,130.83770508923647,160.10031969984584
130,10,4.926959980308276,4.672897768688275,98.54244545027619,485.5146850952222,305.4715187791131,308.49659538082847,387.82482600406615
131,11,3.631268179899935,3.913911580320147,67.7669423841159,246.07994152855227,225.13862715379597,218.72016919044023,246.07994152855224
132,12,5.22486760216245,5.9537578889614275,108.24537592518718,565.5677577554058,323.9417913340719,270.5092352371425,397.88478594722517
133,13,5.417940531781572,5.281323196816724,114.02397438863696,617.7751124350201,335.9123129704575,339.1252768299437,408.4076109226961
134,14,4.781980165664139,5.570977996737022,103.38161150517976,494.3688157121652,296.4827702711766,243.44080173468762,361.77112171349665
135,15,2.860609148073592,2.745262993703818,108.57063270888392,310.5781451391713,177.3577671805627,179.5987093299839,140.54889920461943
136,16,2.4466411331149858,2.5857896990988385,108.90266996627427,266.44575184553264,151.69175025312913,141.37689839710316,94.02132012222671
137,17,1.2968905389686936,1.139312087253217,113.24181276237825,146.8622355871926,80.407213416059,84.02070155311155,-56.863060509848424
138,18,2.6577635802615244e-16,2.9135797954442413e-16,102.3363957883666,2.7198594566154962e-14,1.6478134197621453e-14,1.4791781051001736e-14,-125.0579201468745
139,19,0.0,0.0,105.62049120833503,0.0,0.0,0.0,-148.7480889569755
140,20,0.0,0.0,43.54121315664922,0.0,0.0,0.0,46.59114034783738
141,21,0.0,0.0,71.17830995961907,0.0,0.0,0.0,0.0
142,22,0.0,0.0,61.58107253546911,0.0,0.0,0.0,0.0
143,23,0.0,0.0,60.36733304225414,0.0,0.0,0.0,0.0
144,0,0.0,0.0,71.36803418967304,0.0,0.0,0.0,0.0
145,1,0.0,0.0,53.43173756752275,0.0,0.0,0.0,0.0
146,2,0.0,0.0,51.771238876973335,0.0,0.0,0.0,0.0
147,3,0.0,0.0,60.192550189125136,0.0,0.0,0.0,0.0
148,4,0.0,0.0,23.217306536217464,0.0,0.0,0.0,193.19978508794227
149,5,0.0,0.0,88.44287921021944,0.0,0.0,0.0,-24.835572434027995
150,6,0.0,0.0,60.40494738621346,0.0,0.0,0.0,0.0
151,7,1.391365978381638,1.3667047861862363,97.64224270397509,135.85609455119365,86.26469065966155,86.54167732883124,44.659942949022366
152,8,2.9937800999278896,3.172624934844542,56.749905578829704,169.8967379946871,185.61436619552916,184.01596159188483,169.8967379946871
153,9,4.604724727447348,4.70202237132151,61.196999185165595,281.79533539350723,285.49293310173556,284.0824822308266,281.7953353935072
154,10,3.829744471205299,3.5599816050760866,81.3540720248196,311.5653075470905,237.44415721472853,237.17859024524066,311.5653075470906
155,11,4.421019703573042,4.180280764647815,91.4720232057228,404.39961691819104,274.1032216215286,275.6930657640816,357.71299467384165
156,12,4.0407536417969245,3.948014119678844,84.78606096222634,342.59958460673215,250.52672579140932,250.6741395020218,342.59958460673215
157,13,3.913857188028637,4.511299552843494,81.41747146095618,318.6563559085797,242.65914565777547,218.89776391769686,318.65635590857977
158,14,4.584687363420214,4.156927253073071,105.39516768210355,483.2038934376946,284.25061653205324,291.54237610884456,336.0811995106121
159,15,3.1992969727696656,3.1302393847731067,126.88194525599441,405.93302335662935,198.35641231171928,200.6464626807004,103.81319237454028
160,16,2.2701018344517436,2.1067985433945613,129.02690182545226,292.9042065275842,140.74631373600812,146.42439796771905,-24.68849497824874
161,17,1.1893868804346057,1.3756611178409326,86.46168833643839,102.83639776758558,73.74198658694556,65.15900798147086,92.29235473295478
162,18,5.314207930965578e-16,5.558880812283604e-16,65.9127502718588,3.502740602464656e-14,3.294808917198659e-14,3.2449178220581955e-14,5.684341886080802e-14
163,19,0.0,0.0,76.2131781765588,0.0,0.0,0.0,0.0
164,20,0.0,0.0,109.22984853309387,0.0,0.0,0.0,-174.78456883499723
165,21,0.0,0.0,89.1045974789395,0.0,0.0,0.0,-29.608946981974782
166,22,0.0,0.0,70.21378349323166,0.0,0.0,0.0,0.0
167,23,0.0,0.0,47.98163723905068,0.0,0.0,0.0,14.559672729414956
168,0,0.0,0.0,71.58888748066562,0.0,0.0,0.0,0.0
169,1,0.0,0.0,96.10451051220404,0.0,0.0,0.0,-80.10355819386746
170,2,0.0,0.0,47.14544213664938,0.0,0.0,0.0,20.591654325813522
171,3,0.0,0.0,11.446778354392087,0.0,0.0,0.0,278.1077320117788
172,4,0.0,0.0,32.82620218812791,0.0,0.0,0.0,123.88500248805303
173,5,0.0,0.0,58.572573210763835,0.0,0.0,0.0,0.0
174,6,0.0,0.0,59.38633333946922,0.0,0.0,0.0,0.0
175,7,1.8383774144735672,1.9143362169950027,95.126560934938,174.87852113933354,113.97939969736116,109.65672088293985,101.82950540252489
176,8,2.94868340166883,2.953472143960453,62.03305762136549,182.91584736288652,182.81837090346747,182.74394751741045,182.9158473628866
177,9,3.05355491535488,3.123990736948156,76.79376559610027,234.49398040458246,189.32040475200256,186.9261357245322,234.4939804045825
178,10,5.582271692329529,5.2491031591289445,71.9482822951125,401.6348595677404,346.1008449244308,343.42257362491773,401.63485956774036
179,11,3.883248109438238,3.8950833606091626,106.63368497709456,414.0850555897351,240.76138278517075,239.91762280153662,258.0281864818204
180,12,6.133404833653792,4.53716477535331,76.49946739996062,469.20220312285915,380.2710996865351,372.8878517987569,469.20220312285915
181,13,5.046416452442954,4.720107991843127,92.16895131809969,465.122912336072,312.8778200514632,315.203326959056,413.408925621639
182,14,5.272572231633333,4.988628796993397,67.1143398436935,353.86520460426095,326.8994783612667,323.5874925401983,353.86520460426095
183,15,4.38109666236927,4.354778877748538,86.67612407358055,379.7364778858685,271.62799306689476,271.7071330942556,367.6455800366888
184,16,2.9007007849728876,2.8902787096843516,128.79475051162558,373.5950339094595,179.84344866831904,180.20401144038007,57.676980399723334
185,17,1.204745164007304,1.34264474692672,127.83993418264254,154.01454247355062,74.69420016845284,61.20763230416662,-155.01584270635772
186,18,5.085377167101867e-16,4.4067796959816916e-16,100.97836945958466,5.135130944209483e-14,3.152933843603158e-14,3.246130907656996e-14,-115.26165394163877
187,19,0.0,0.0,90.29416969705474,0.0,0.0,0.0,-38.19005168666922
188,20,0.0,0.0,62.41498686115744,0.0,0.0,0.0,0.0
189,21,0.0,0.0,72.51016193833365,0.0,0.0,0.0,0.0
190,22,0.0,0.0,65.81403299039324,0.0,0.0,0.0,0.0
191,23,0.0,0.0,57.67015562518248,0.0,0.0,0.0,0.0
192,0,0.0,0.0,69.4809162578398,0.0,0.0,0.0,0.0
193,1,0.0,0.0,31.983050889893498,0.0,0.0,0.0,129.9671633370277
194,2,0.0,0.0,101.2408909766474,0.0,0.0,0.0,-117.15538060307676
195,3,0.0,0.0,83.34754123361847,0.0,0.0,0.0,0.0
196,4,0.0,0.0,37.109801663064424,0.0,0.0,0.0,92.98480572182098
197,5,0.0,0.0,59.47362715773222,0.0,0.0,0.0,0.0
198,6,0.0,0.0,50.52358210072521,0.0,0.0,0.0,0.0
199,7,1.496651525448712,1.4559745153356463,80.78299051116139,120.90398597883852,92.79239457782015,92.73492784229973,120.90398597883853
200,8,2.5260695721751136,2.386981461556213,72.2873473316971,182.60286854785394,156.61631347485704,155.53358353799868,182.60286854785392
201,9,3.788773087184001,2.7976114733489776,42.26386571114426,160.12819696674208,234.90393140540806,204.86965235650996,215.93361788303343
202,10,6.3713929995945,6.048226950159881,65.99042697618098,420.45094447629157,395.026365974859,390.9844700997097,420.4509444762915
203,11,7.256527363061525,6.9864963474443975,115.54729226864843,838.4720880751148,449.9046965098145,456.5637880538868,618.115972313189
204,12,6.933307032948684,5.432807781834675,88.82371699175053,615.8421017115475,429.8650360428184,436.7940230942131,588.2593157590333
205,13,5.621505798624248,5.6516736282978774,91.96171674872349,516.9633239543897,348.53335951470336,346.93590819525576,466.7442456710455
206,14,4.707527658019861,5.3134071789623825,111.2980319615297,523.9385637420795,291.86671479723134,245.13974723729632,334.23493553627713
207,15,2.7019046437744643,2.405979322208194,116.93396898027675,315.9444338027889,167.51808791401677,175.1235097562895,85.58537927612213
208,16,3.0905989924621,3.785034435216618,93.66217978613311,289.4722384788271,191.6171375326502,153.36921337200957,226.98669066276807
209,17,1.241960703683335,1.2972599487797083,48.988852569924504,60.8422298103826,77.00156362836678,77.04380861777398,68.13624848131957
210,18,4.3277529172167277e-16,4.766254202238967e-16,71.438637141807,3.0916877029244257e-14,2.683206808674371e-14,2.5635034280516612e-14,0.0
211,19,0.0,0.0,38.59108999469751,0.0,0.0,0.0,82.29937605389802
212,20,0.0,0.0,47.00834668345965,0.0,0.0,0.0,21.580606842057193
213,21,0.0,0.0,70.07122035433709,0.0,0.0,0.0,0.0
214,22,0.0,0.0,63.42447788639022,0.0,0.0,0.0,0.0
215,23,0.0,0.0,82.83052917590713,0.0,0.0,0.0,0.0
216,0,0.0,0.0,52.6943472558552,0.0,0.0,0.0,0.0
217,1,0.0,0.0,33.289292404711134,0.0,0.0,0.0,120.54445235103287
218,2,0.0,0.0,74.05834617192842,0.0,0.0,0.0,0.0
219,3,0.0,0.0,85.87470903621706,0.0,0.0,0.0,-6.309805921504562
220,4,0.0,0.0,71.68084987288908,0.0,0.0,0.0,0.0
221,5,0.0,0.0,55.977163683118214,0.0,0.0,0.0,0.0
222,6,0.0,0.0,56.33943279469951,0.0,0.0,0.0,0.0
223,7,1.5497563917914434,1.7542130503551734,44.20618312937384,68.50881486145018,96.0848962910695,97.46339850891061,110.30312415142325
224,8,2.732887742909862,2.672195031475265,58.16928808508814,158.97013442153005,169.43904006041143,168.32393081354456,158.97013442153002
225,9,4.115150141065637,4.2877608589446075,70.75259875986649,291.157566767425,255.1393087460695,250.57535217488655,291.157566767425
226,10,6.284836097565307,7.139585998408068,57.978222953540914,364.3836284911034,389.65983804904903,380.70823150057697,364.3836284911034
227,11,6.442758779392587,6.368124758748729,82.84331499734036,533.7394950131002,399.4510443223404,399.46093230370906,533.7394950131002
228,12,5.400844651533976,5.762753369464291,88.52532191414355,478.1115113853257,334.8523683951065,317.24310170889095,452.6812298081809
229,13,5.954249980883623,6.467238257239076,121.80569137015246,725.2615355122467,369.16349881478465,322.8626573659992,459.759797520794
230,14,3.5961907292112056,3.709294235233619,66.14983924294279,237.88743862428245,222.96382521109476,220.62401915798958,237.88743862428245
231,15,2.3539030629986293,2.4076099302593748,101.74946660572272,239.50838110168743,145.94198990591502,142.44100930502475,118.68433653950649
232,16,2.9096978270638805,3.2767422936629735,68.31521626629444,198.776636325436,180.4012652779606,171.81461956327468,198.77663632543596
233,17,1.67397737590917,2.0220499998476735,53.01421056572727,88.74458908871233,103.78659730636855,102.30110576850447,88.74458908871236
234,18,8.690337253847997e-16,8.597438548284038e-16,77.6148293810375,6.744990432210862e-14,5.388009097385758e-14,5.384489278801598e-14,1.1368683772161603e-13
235,19,0.0,0.0,81.84785962536651,0.0,0.0,0.0,0.0
236,20,0.0,0.0,100.44445919118098,0.0,0.0,0.0,-111.41023588873372
237,21,0.0,0.0,63.14457720158608,0.0,0.0,0.0,0.0
238,22,0.0,0.0,51.7301405110112,0.0,0.0,0.0,0.0
239,23,0.0,0.0,43.28326448398459,0.0,0.0,0.0,48.45188031373806
240,0,0.0,0.0,42.99913943047546,0.0,0.0,0.0,50.50144636467667
241,1,0.0,0.0,-15.0,-0.0,0.0,0.0,468.8843580164202
242,2,0.0,0.0,33.61429087903959,0.0,0.0,0.0,118.20004156654343
243,3,0.0,0.0,66.88304901305932,0.0,0.0,0.0,0.0
244,4,0.0,0.0,4.277965734290731,0.0,0.0,0.0,329.82071821356703
245,5,0.0,0.0,49.01986103959584,0.0,0.0,0.0,7.070335803322848
246,6,0.0,0.0,56.725891704714456,0.0,0.0,0.0,0.0
247,7,1.6412471477018375,1.6562640375422568,82.32730441260442,135.11945354516791,101.75732315751392,101.14299525109149,135.11945354516791
248,8,3.053849453612878,2.7562276421593594,76.14560467899717,232.53721324397773,189.33866612399842,187.88305841297029,232.53721324397776
249,9,5.071423965961904,5.911112514466306,87.60829282175843,444.29879583327386,314.428285889638,274.5343756013472,425.4836003679041
250,10,3.4716787208789754,4.0334795242447505,71.17736231252255,247.10493414867767,215.2440806944965,200.09135634238453,247.10493414867767
251,11,5.362901786242027,4.55352578680726,55.04128486584611,295.18100492410235,332.4999107470057,315.73041999340103,295.18100492410235
252,12,7.890287588911801,7.240035358023127,81.96922056919556,646.7607237298976,489.19783051253165,488.85769360192774,646.7607237298977
253,13,4.466782379763935,4.718623102140312,94.34682939744349,421.4267551390946,276.94050754536397,262.85416524598315,354.0024151158747
254,14,4.679480850475786,4.4183719871379505,121.08962078044063,566.6365616334467,290.1278127294987,297.6522431355457,306.3002743920165
255,15,4.448719314435705,4.3325490998592375,68.6567186747827,305.4344704342843,275.8205974950137,274.59994349669694,305.4344704342843
256,16,3.2485570220236983,2.8518635202212788,137.13911048193344,445.5042203501687,201.4105353654693,217.6171837320796,69.39324579834454
257,17,1.548145050786957,1.3609360277352687,95.63665445846539,148.05941327369555,95.98499314879133,97.80606720641255,71.33078408600272
258,18,8.601556074483981e-16,8.064761168374561e-16,72.27641828477043,6.216896647393122e-14,5.332964766180068e-14,5.291134023145467e-14,0.0
259,19,0.0,0.0,65.20893079752932,0.0,0.0,0.0,0.0
260,20,0.0,0.0,71.80631031799405,0.0,0.0,0.0,0.0
261,21,0.0,0.0,67.17608173514087,0.0,0.0,0.0,0.0
262,22,0.0,0.0,62.76457447045448,0.0,0.0,0.0,0.0
263,23,0.0,0.0,70.07381889698004,0.0,0.0,0.0,0.0
264,0,0.0,0.0,40.12559495614825,0.0,0.0,0.0,71.23006261200817
265,1,0.0,0.0,52.978638480459935,0.0,0.0,0.0,0.0
266,2,0.0,0.0,43.300282472772864,0.0,0.0,0.0,48.329119256080844
267,3,0.0,0.0,83.78622878900534,0.0,0.0,0.0,0.0
268,4,0.0,0.0,17.191056399702717,0.0,0.0,0.0,236.67077626495893
269,5,0.0,0.0,100.22551414877165,0.0,0.0,0.0,-109.83085272487256
270,6,0.0,0.0,44.82796753435814,0.0,0.0,0.0,37.30900188142408
271,7,1.5309551240651191,1.6925759428059681,46.33525411998241,70.93719471984649,94.91921769203739,95.57878131967396,97.37322578515989
272,8,1.6290414687820791,1.8385018728101612,68.55171282046265,111.67358294057377,101.00057106448891,96.03852928399104,111.67358294057374
273,9,4.452297769940762,5.141036870693244,83.85240603077938,373.33588037500635,276.04246173632725,246.5537475760174,373.3358803750064
274,10,4.712781941823716,4.381434352574653,78.14629958127395,368.28646948697406,292.19248039307035,291.0691208408711,368.28646948697406
275,11,5.63518953263006,5.6859747967847944,101.99268688116712,574.7481215175682,349.3817510230637,346.0557804692682,452.16958183679753
276,12,3.506906613409972,3.583452702819082,86.2390535913526,302.4323073737314,217.42821003141827,213.9224896913322,293.4942635625114
